index,source,asset_id,metadata_json,sprite_name,output,width,height,block,channels,alpha,pixel_transform,rotated_metadata,rect,original_size,sha256_png
10,release/remote/plant/native/e5/e5f9d964-28ee-4491-b714-ba917a9cec87.3e3c3.astc,e5f9d964-28ee-4491-b714-ba917a9cec87,release/remote/plant/import/e5/e5f9d964-28ee-4491-b714-ba917a9cec87%40f9941.be8fd.json,Crop_103_Seed,0010_Crop_103_Seed__e5f9d964-28ee-4491-b714-ba917a9cec87.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 12, 'y': 11, 'width': 79, 'height': 78}","{'width': 100, 'height': 100}",87bb25e835454628aef44a73912e202ed22fd516a94478bb6ef031a10b46fc65
11,release/remote/plant/native/e3/e30411c4-b2e0-435b-848f-2743658ca72e.38aa9.astc,e30411c4-b2e0-435b-848f-2743658ca72e,release/remote/plant/import/e3/e30411c4-b2e0-435b-848f-2743658ca72e%40f9941.ae5dd.json,Crop_1044_Seed,0011_Crop_1044_Seed__e30411c4-b2e0-435b-848f-2743658ca72e.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 3, 'y': 2, 'width': 94, 'height': 95}","{'width': 100, 'height': 100}",66ab71d92a43535a9092c7b3b52086fc2aaaaf1a5721ac54a9d06eb2960f5723
12,release/remote/plant/native/e1/e156c762-a6fe-4b38-8b6a-f2f9a85ba74c.bb314.astc,e156c762-a6fe-4b38-8b6a-f2f9a85ba74c,release/remote/plant/import/e1/e156c762-a6fe-4b38-8b6a-f2f9a85ba74c%40f9941.1f68c.json,Crop_25_Seed,0012_Crop_25_Seed__e156c762-a6fe-4b38-8b6a-f2f9a85ba74c.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 7, 'y': 5, 'width': 90, 'height': 90}","{'width': 100, 'height': 100}",6ee11aac24caa127fcb917d965560ec274d56bb3c23e5b958ae558c0c03c05f1
13,release/remote/plant/native/df/df1447d5-fbe8-4261-a927-c01309df02f2.e8c5a.astc,df1447d5-fbe8-4261-a927-c01309df02f2,release/remote/plant/import/df/df1447d5-fbe8-4261-a927-c01309df02f2%40f9941.db347.json,Crop_257_Seed,0013_Crop_257_Seed__df1447d5-fbe8-4261-a927-c01309df02f2.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 100, 'height': 100}","{'width': 100, 'height': 100}",7c13250108a8146d8920e7d42fab2e2183c5aff0f4e7a2a01fa915aa3e752359
14,release/remote/plant/native/de/deae3536-15a2-43a8-82c9-22604f21a7f8.e60eb.astc,deae3536-15a2-43a8-82c9-22604f21a7f8,release/remote/plant/import/de/deae3536-15a2-43a8-82c9-22604f21a7f8%40f9941.6126c.json,Crop_188_Seed,0014_Crop_188_Seed__deae3536-15a2-43a8-82c9-22604f21a7f8.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 11, 'y': 13, 'width': 82, 'height': 79}","{'width': 100, 'height': 100}",478edb6b4b7c98bd4e5231e58b970ea6dc0d8cfef2420046a12131af6a15e380
15,release/remote/plant/native/de/de69be0d-4376-4ccd-a874-81ed0c98b19f.a88f5.astc,de69be0d-4376-4ccd-a874-81ed0c98b19f,release/remote/plant/import/de/de69be0d-4376-4ccd-a874-81ed0c98b19f%40f9941.36cfc.json,Crop_121_Seed,0015_Crop_121_Seed__de69be0d-4376-4ccd-a874-81ed0c98b19f.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 7, 'y': 5, 'width': 90, 'height': 90}","{'width': 100, 'height': 100}",a9e904fe955d5501aaf77d39b4897f4e66844a85daf879029b8ce9208d18c9ea
16,release/remote/plant/native/dc/dcc3b96f-2754-497c-8c58-715579916177.6aeed.astc,dcc3b96f-2754-497c-8c58-715579916177,release/remote/plant/import/dc/dcc3b96f-2754-497c-8c58-715579916177%40f9941.e1bca.json,Crop_129_Seed,0016_Crop_129_Seed__dcc3b96f-2754-497c-8c58-715579916177.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 3, 'y': 1, 'width': 94, 'height': 95}","{'width': 100, 'height': 100}",692ca32f3522ff02f77c4655cf9701904ae319b74ef8aace5b081abd828b0655
17,release/remote/plant/native/d4/d4a9c420-2632-46a3-aded-64727f70809a.85f0a.astc,d4a9c420-2632-46a3-aded-64727f70809a,release/remote/plant/import/d4/d4a9c420-2632-46a3-aded-64727f70809a%40f9941.ed844.json,Crop_1037_Seed,0017_Crop_1037_Seed__d4a9c420-2632-46a3-aded-64727f70809a.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 100, 'height': 100}","{'width': 100, 'height': 100}",0e42e1471c4b2bfc8b93e992f17e6a635dc7307a57ef97b0f88d185092df67e2
18,release/remote/plant/native/d4/d467ae0a-319b-4f26-8236-8d702d986bfa.821d3.astc,d467ae0a-319b-4f26-8236-8d702d986bfa,release/remote/plant/import/d4/d467ae0a-319b-4f26-8236-8d702d986bfa%40f9941.c5140.json,Crop_185_Seed,0018_Crop_185_Seed__d467ae0a-319b-4f26-8236-8d702d986bfa.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 5, 'y': 5, 'width': 91, 'height': 91}","{'width': 100, 'height': 100}",cd9de3bdff4ac244db27848b69c046c3d9a54b2910c059c136f1c83b5d15bd23
19,release/remote/plant/native/d0/d0761d34-8bf2-4dd7-93ae-bfb312ac2458.32845.astc,d0761d34-8bf2-4dd7-93ae-bfb312ac2458,release/remote/plant/import/d0/d0761d34-8bf2-4dd7-93ae-bfb312ac2458%40f9941.e172c.json,Crop_1135_Seed,0019_Crop_1135_Seed__d0761d34-8bf2-4dd7-93ae-bfb312ac2458.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 100, 'height': 100}","{'width': 100, 'height': 100}",1c9b660d674588af3839c00afcb439f2644913fac874b1de3525d06901e88f3f
20,release/remote/plant/native/ce/ce07cc5f-67a8-43a6-90e0-587c0276a164.f7dc2.astc,ce07cc5f-67a8-43a6-90e0-587c0276a164,release/remote/plant/import/ce/ce07cc5f-67a8-43a6-90e0-587c0276a164%40f9941.04d4a.json,Crop_249_Seed,0020_Crop_249_Seed__ce07cc5f-67a8-43a6-90e0-587c0276a164.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 3, 'y': 2, 'width': 94, 'height': 95}","{'width': 100, 'height': 100}",09f3332bcf1c7245656d930a4d7bd0407b99492002c6d95002aeea898fdb128d
21,release/remote/plant/native/cd/cdf88e7c-f537-40b4-8306-3cc66e6a7b92.64dc3.astc,cdf88e7c-f537-40b4-8306-3cc66e6a7b92,release/remote/plant/import/cd/cdf88e7c-f537-40b4-8306-3cc66e6a7b92%40f9941.e3861.json,Crop_1221_Seed,0021_Crop_1221_Seed__cdf88e7c-f537-40b4-8306-3cc66e6a7b92.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 100, 'height': 100}","{'width': 100, 'height': 100}",5a315324a29fd68b17693d25c2c41033c4b9dcd33963706098645d8d32ff492e
22,release/remote/plant/native/cb/cb297dcc-cd41-4a15-9c6a-80007baa48b7.33ef7.astc,cb297dcc-cd41-4a15-9c6a-80007baa48b7,release/remote/plant/import/cb/cb297dcc-cd41-4a15-9c6a-80007baa48b7%40f9941.c5934.json,Crop_1380_Seed,0022_Crop_1380_Seed__cb297dcc-cd41-4a15-9c6a-80007baa48b7.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 3, 'y': 1, 'width': 94, 'height': 95}","{'width': 100, 'height': 100}",34509fc4bd40c6a18783b50244b87ee27cc10dcc9561e2652cb59a6403771dd4
23,release/remote/plant/native/ca/ca012ef0-296e-4230-bb2d-f1f2adadabf9.325ca.astc,ca012ef0-296e-4230-bb2d-f1f2adadabf9,release/remote/plant/import/ca/ca012ef0-296e-4230-bb2d-f1f2adadabf9%40f9941.c2f7d.json,Crop_6032_Seed,0023_Crop_6032_Seed__ca012ef0-296e-4230-bb2d-f1f2adadabf9.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 100, 'height': 100}","{'width': 100, 'height': 100}",fc27e46029d545f4c93bf5b7b1aaa329e6d108109173d57772341c38d7683ce0
24,release/remote/plant/native/c9/c9a60f44-bc9d-442b-b9d0-8f0bb8c7cec4.dbf07.astc,c9a60f44-bc9d-442b-b9d0-8f0bb8c7cec4,release/remote/plant/import/c9/c9a60f44-bc9d-442b-b9d0-8f0bb8c7cec4%40f9941.9d4ad.json,Crop_1032_Seed,0024_Crop_1032_Seed__c9a60f44-bc9d-442b-b9d0-8f0bb8c7cec4.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 100, 'height': 100}","{'width': 100, 'height': 100}",762c00b6437e02c8d88afd2870c7a9256995e685f84b934b7d38cc948fdd526f
25,release/remote/plant/native/c7/c756ff7d-4345-4916-a90d-e5a73b126d36.9ba30.astc,c756ff7d-4345-4916-a90d-e5a73b126d36,release/remote/plant/import/c7/c756ff7d-4345-4916-a90d-e5a73b126d36%40f9941.6a924.json,Crop_108_Seed,0025_Crop_108_Seed__c756ff7d-4345-4916-a90d-e5a73b126d36.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 1, 'y': 1, 'width': 97, 'height': 97}","{'width': 100, 'height': 100}",ab8073089958a8b8b0a7ce850b9028bb22d94f491115c161c6532e738292d469
26,release/remote/plant/native/c6/c6f51d4f-45e2-49c6-b5a6-c77e965cc25e.fdd21.astc,c6f51d4f-45e2-49c6-b5a6-c77e965cc25e,release/remote/plant/import/c6/c6f51d4f-45e2-49c6-b5a6-c77e965cc25e%40f9941.cd430.json,Crop_102_Seed,0026_Crop_102_Seed__c6f51d4f-45e2-49c6-b5a6-c77e965cc25e.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 19, 'y': 14, 'width': 67, 'height': 75}","{'width': 100, 'height': 100}",baae210677d583ec16f776046c11c5fc50243710eb78a90ecb4f4508b19c2578
27,release/remote/plant/native/c6/c65bbe0e-d9d0-4dd2-ae6c-e2d7599faf33.b53bf.astc,c65bbe0e-d9d0-4dd2-ae6c-e2d7599faf33,release/remote/plant/import/c6/c65bbe0e-d9d0-4dd2-ae6c-e2d7599faf33%40f9941.35e13.json,Crop_112_Seed,0027_Crop_112_Seed__c65bbe0e-d9d0-4dd2-ae6c-e2d7599faf33.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 1, 'y': 1, 'width': 97, 'height': 97}","{'width': 100, 'height': 100}",b8b61a2c012001b7996b92062870bcdd25143b70c5a4f5aa84ae55b27477e42b
28,release/remote/plant/native/c5/c56dec42-9fae-4361-99c6-3d5ef6049569.dee1d.astc,c56dec42-9fae-4361-99c6-3d5ef6049569,release/remote/plant/import/c5/c56dec42-9fae-4361-99c6-3d5ef6049569%40f9941.0e9ca.json,Crop_329_Seed,0028_Crop_329_Seed__c56dec42-9fae-4361-99c6-3d5ef6049569.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 18, 'y': 12, 'width': 64, 'height': 76}","{'width': 100, 'height': 100}",8258e7a2d89bd6406e997750a83ac3dfdddd3c7b5573681f7829c2771433db1e
29,release/remote/plant/native/c3/c3b38551-8a02-4668-9647-3ffd26289392.eee70.astc,c3b38551-8a02-4668-9647-3ffd26289392,release/remote/plant/import/c3/c3b38551-8a02-4668-9647-3ffd26289392%40f9941.216dc.json,Crop_6127_Seed,0029_Crop_6127_Seed__c3b38551-8a02-4668-9647-3ffd26289392.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 3, 'y': 2, 'width': 94, 'height': 95}","{'width': 100, 'height': 100}",cd0e706d6211ba4905790e3ac481d1cbafe458497f7e877b7da082e005d78879
30,release/remote/plant/native/c3/c36ad4dd-ed90-4fe1-a32c-eb463ec6d1a5.58511.astc,c36ad4dd-ed90-4fe1-a32c-eb463ec6d1a5,release/remote/plant/import/c3/c36ad4dd-ed90-4fe1-a32c-eb463ec6d1a5%40f9941.10d4e.json,Crop_1134_Seed,0030_Crop_1134_Seed__c36ad4dd-ed90-4fe1-a32c-eb463ec6d1a5.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 100, 'height': 100}","{'width': 100, 'height': 100}",3c4f5b9cce1eebc752ad4c184fa41cd327d3b182feede148bd012d44d0e707f7
31,release/remote/plant/native/c3/c365606b-64b9-4151-afac-677897560dd5.90ccd.astc,c365606b-64b9-4151-afac-677897560dd5,release/remote/plant/import/c3/c365606b-64b9-4151-afac-677897560dd5%40f9941.01774.json,Crop_8001_Seed,0031_Crop_8001_Seed__c365606b-64b9-4151-afac-677897560dd5.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 100, 'height': 100}","{'width': 100, 'height': 100}",303e37a4e1deb4c87acbbcc40f4f01e113dd0b4271537980e8050b81f5e77bfc
32,release/remote/plant/native/c2/c2c83269-ae23-4359-a79c-f4ff92babfe8.7df71.astc,c2c83269-ae23-4359-a79c-f4ff92babfe8,release/remote/plant/import/c2/c2c83269-ae23-4359-a79c-f4ff92babfe8%40f9941.215ca.json,Crop_176_Seed,0032_Crop_176_Seed__c2c83269-ae23-4359-a79c-f4ff92babfe8.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 100, 'height': 100}","{'width': 100, 'height': 100}",56f6339fb9094afb4f58c69f221650d06f100069d537727edba284925b2f5cfb
33,release/remote/plant/native/bd/bd6c3582-1352-4d1e-a2ad-bf831f4fd753.0acd7.astc,bd6c3582-1352-4d1e-a2ad-bf831f4fd753,release/remote/plant/import/bd/bd6c3582-1352-4d1e-a2ad-bf831f4fd753%40f9941.515b2.json,Crop_1221_Seed,0033_Crop_1221_Seed__bd6c3582-1352-4d1e-a2ad-bf831f4fd753.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 100, 'height': 100}","{'width': 100, 'height': 100}",00d59b746edd442df159e7ad31da35bb51c296c7266fa27b58c11743c051800e
34,release/remote/plant/native/bc/bccccb2c-ed35-4fe1-a71b-4601b910ea54.daea3.astc,bccccb2c-ed35-4fe1-a71b-4601b910ea54,release/remote/plant/import/bc/bccccb2c-ed35-4fe1-a71b-4601b910ea54%40f9941.7db8a.json,Crop_1404_Seed,0034_Crop_1404_Seed__bccccb2c-ed35-4fe1-a71b-4601b910ea54.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 3, 'y': 1, 'width': 94, 'height': 95}","{'width': 100, 'height': 100}",4d28715bab2bb62c1206e066c3da26079134758d8b9f6aaaeba994dcfda3d3da
35,release/remote/plant/native/bc/bc29b8bf-bf37-49ad-975e-dc6d9964906c.a3261.astc,bc29b8bf-bf37-49ad-975e-dc6d9964906c,release/remote/plant/import/bc/bc29b8bf-bf37-49ad-975e-dc6d9964906c%40f9941.9705e.json,Crop_258_Seed,0035_Crop_258_Seed__bc29b8bf-bf37-49ad-975e-dc6d9964906c.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 100, 'height': 100}","{'width': 100, 'height': 100}",4a9f35c6b576a54583b8dc4022b683fe05d213a40f123d08b499ceec857df17a
36,release/remote/plant/native/ba/ba89fcd6-6ad1-47c3-acd6-63f74d87fc31.56340.astc,ba89fcd6-6ad1-47c3-acd6-63f74d87fc31,release/remote/plant/import/ba/ba89fcd6-6ad1-47c3-acd6-63f74d87fc31%40f9941.71f0d.json,Crop_1050_Seed,0036_Crop_1050_Seed__ba89fcd6-6ad1-47c3-acd6-63f74d87fc31.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 100, 'height': 100}","{'width': 100, 'height': 100}",281f1c11b6125f1da935700fab3736835ea862bba46490ab0d3413a4b33aeded
37,release/remote/plant/native/b8/b8515942-e57f-46de-b902-7e97911582d3.518de.astc,b8515942-e57f-46de-b902-7e97911582d3,release/remote/plant/import/b8/b8515942-e57f-46de-b902-7e97911582d3%40f9941.09f0e.json,Crop_224_Seed,0037_Crop_224_Seed__b8515942-e57f-46de-b902-7e97911582d3.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 1, 'y': 0, 'width': 97, 'height': 97}","{'width': 100, 'height': 100}",33e7a8bee1550dd9e402843840aca23de46d7b3fbeded06429ecd13041e4a4d2
38,release/remote/plant/native/b2/b2d9e2be-1f15-4d51-977f-f487a8d6b2be.994fa.astc,b2d9e2be-1f15-4d51-977f-f487a8d6b2be,release/remote/plant/import/b2/b2d9e2be-1f15-4d51-977f-f487a8d6b2be%40f9941.2a345.json,Crop_243_Seed,0038_Crop_243_Seed__b2d9e2be-1f15-4d51-977f-f487a8d6b2be.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 3, 'y': 2, 'width': 94, 'height': 95}","{'width': 100, 'height': 100}",7eb1e11c9f93c94e1e9db7e4989041ea3a6ebb1409608649d0cc06e4f14ba141
39,release/remote/plant/native/ad/adb97612-6b41-4661-aa0f-c81f8eaf3d94.f4ef1.astc,adb97612-6b41-4661-aa0f-c81f8eaf3d94,release/remote/plant/import/ad/adb97612-6b41-4661-aa0f-c81f8eaf3d94%40f9941.3466d.json,Crop_133_Seed,0039_Crop_133_Seed__adb97612-6b41-4661-aa0f-c81f8eaf3d94.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 0, 'y': 0, 'width': 100, 'height': 100}","{'width': 100, 'height': 100}",008e57b57d97a887ba7a22bd5eca160c3229123b3b700f8a61fd96abbc742f47
40,release/remote/plant/native/ad/ad69908e-d02c-4758-bd21-b5cd6a191270.257dc.astc,ad69908e-d02c-4758-bd21-b5cd6a191270,release/remote/plant/import/ad/ad69908e-d02c-4758-bd21-b5cd6a191270%40f9941.dd09b.json,Crop_182_Seed,0040_Crop_182_Seed__ad69908e-d02c-4758-bd21-b5cd6a191270.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 16, 'y': 15, 'width': 74, 'height': 74}","{'width': 100, 'height': 100}",2e727c279a8c6a9a9f4f5b92a4b9d914cb68a54806f3047a1a4ef8d54f47c98e
41,release/remote/plant/native/ac/acf97dac-7237-4695-822a-fe488ee25f75.38640.astc,acf97dac-7237-4695-822a-fe488ee25f75,release/remote/plant/import/ac/acf97dac-7237-4695-822a-fe488ee25f75%40f9941.08a58.json,Crop_124_Seed,0041_Crop_124_Seed__acf97dac-7237-4695-822a-fe488ee25f75.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 23, 'y': 13, 'width': 64, 'height': 77}","{'width': 100, 'height': 100}",a8cd505371dc3826ce973f0ac52b5584ed9a0d8acd76c28007f1bb3ae1402415
42,release/remote/plant/native/a9/a9c7bc79-375d-4781-af29-2bc5fc9b0d82.480af.astc,a9c7bc79-375d-4781-af29-2bc5fc9b0d82,release/remote/plant/import/a9/a9c7bc79-375d-4781-af29-2bc5fc9b0d82%40f9941.1e7c9.json,Crop_1134_Seed,0042_Crop_1134_Seed__a9c7bc79-375d-4781-af29-2bc5fc9b0d82.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 3, 'y': 1, 'width': 94, 'height': 95}","{'width': 100, 'height': 100}",3dbac2f085fc4e0efa41b2ea31f806d2eb2b90a4da13865cff6b890bbf84ce74
43,release/remote/plant/native/a9/a9429882-6c61-4d3b-83a4-38da55470b6a.a27aa.astc,a9429882-6c61-4d3b-83a4-38da55470b6a,release/remote/plant/import/a9/a9429882-6c61-4d3b-83a4-38da55470b6a%40f9941.2a93d.json,Crop_73_Seed,0043_Crop_73_Seed__a9429882-6c61-4d3b-83a4-38da55470b6a.png,100,100,6x6x1,RGBA,straight,decoder_BGRA_to_PNG_RGBA,False,"{'x': 12, 'y': 12, 'width': 79, 'height': 79}","{'width': 100, 'height': 100}",f9c2dfc6bf333f98567fcfd45a20f93045eea716286ca3855a57fd7c2e1e6d82
